Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
Poggio Cuculi,peak,N/A,43.214703,11.454630,210.000000,572
Poggio di Bolsinina,peak,N/A,43.197865,11.473154,226.000000,838
,viewpoint,N/A,43.318646,11.329700,,142
,viewpoint,N/A,43.329048,11.321958,,1502
,viewpoint,N/A,43.318214,11.327064,,439
,viewpoint,N/A,43.327432,11.326109,,1082
Via Bruno Bonci Viewpoint,viewpoint,N/A,43.320394,11.324084,,779
,viewpoint,N/A,43.313694,11.333003,,536
,viewpoint,N/A,43.314939,11.331426,,446
,viewpoint,N/A,43.316968,11.333193,,208
Cipressi,viewpoint,N/A,43.063643,11.563258,,1960
,viewpoint,N/A,43.332978,11.339515,,1701
,viewpoint,N/A,43.296351,11.344435,,1587
,viewpoint,N/A,43.314448,11.332942,,469
,viewpoint,N/A,43.073678,11.689513,,1187
,viewpoint,N/A,43.311313,11.327986,,907
,viewpoint,N/A,43.311402,11.328253,,887
,viewpoint,N/A,43.320083,11.328449,,306
,viewpoint,N/A,43.300366,11.365633,,12
,viewpoint,N/A,43.305331,11.330811,,1185
,viewpoint,N/A,43.311633,11.324889,,1053
,viewpoint,N/A,43.296244,11.368016,,6
Bastione di Santa Caterina Viewpoint,viewpoint,N/A,43.320760,11.323776,,822
,viewpoint,N/A,43.076236,11.677372,,110
,viewpoint,N/A,43.316809,11.334688,,145
,viewpoint,N/A,43.320033,11.327083,,446
Il Poggio,peak,N/A,43.302757,11.363739,262.300000,24
,viewpoint,N/A,43.291683,11.370068,,9
,viewpoint,N/A,43.321476,11.322415,,989
Poggio Garofani,peak,N/A,43.067544,11.652700,350.000000,2295
,viewpoint,N/A,43.076166,11.679776,,105
,viewpoint,N/A,43.153379,11.476928,,986
,viewpoint,N/A,43.078926,11.672091,,0
,viewpoint,N/A,43.077464,11.674971,,0
,viewpoint,N/A,43.324856,11.351211,,1442
,viewpoint,N/A,43.325186,11.358150,,1747
Siena,viewpoint,N/A,43.326221,11.360288,,1898
Castello Quattro Torri e Siena,viewpoint,N/A,43.306758,11.388676,,1495
